,cleaned_body,compound_score,pos_score,neu_score,neg_score
127,paris amman business class seat nothing economy class seat difference two class leg room minimally reclinable felt cramped could sleep separate economy class seat business class seat curtain label business class relief least provided business class service term meal etc otherwise could disaster,-0.25,0.064,0.851,0.085
128,flew san francisco paris flight business class seat disappointing flown mulitple airline business class similar endure year ago seat angled flat full recline seat feel like sliding downward usually sleep flat bed hr comfortably sleep possible made worst business class experience,-0.4588,0.107,0.746,0.147
129,worst business class long haul flight ever even know long haul business class flight came formation reclining seatsinstead bed seat lay flat slide trying sleep great people back problem hardly space chair stranger climbing every time get felt like premium economy seat business class price complained afterwards completely ignored air france,-0.6697,0.104,0.707,0.19
130,fantastic plane service friendly recline nice good thick footrest noise canceling headphone premium economy shell type seat kept seat front reclining plush blanket made almost like business lite experience amenity kit anniversary logo come color contains toothbrush sleep mask sock earplug inflight entertainment huge selection large screen responsive look new trouble ac power port seat usb worked dinner unremarkable foie gras starter good breakfast delicious scrambled egg spinach herb flavorful,0.9756,0.319,0.651,0.03
131,believe paid extra premium economy seat vacation wife flying nyc jfk paris seat recline kind slide forward little essentially functional recline uncomfortable overnight seat ever flown including coach saying something fly lot would rather tried coach seat could worse disappointed seat engineering horrible nothing remember way back day flying air france coach impressed coffee food quality premium economy time tasted like instant powdered coffee,-0.5106,0.115,0.728,0.157
132,used like flying air france flight try avoid changed seat similar one short haul flight bearable need fly hour day time hour transatlantic night flight even imagine hour flight feel seat people designed seat probably never even chance otherwise seat would existing air france better go back old seat,0.3527,0.099,0.828,0.073
133,must new seat uncomfortable hr flight reclines leg rest allows calf muscle rest horrible thinking twice flying economy might save money comfort probably,-0.1027,0.185,0.617,0.198
134,fly paulo via cdg economy back premium economy could recommend extra premium seat uncomfortable despite different plane past experience always negative seat designed someone never sat hour practically recline economy seat better food different service indifferent premium located towards front toilet next cabin back chance using business due ever vigilant crew appeared serve food little else flight delayed hour causing missed connection etc ever increasing problem third occasion since start year movie choice dominated french film little new release change outward leg,-0.6743,0.095,0.752,0.153
135,san francisco paris return excellent flight approx extra fare separate cabin small cabin nice upper deck sharing business class flight crew professional courteous window seat get little extra storage sort locker next armrest window nice big enough purse backpack use overhead lot cubbyhole holder glass etc entertainment system good large selection film tv music etc food service good lot room seat ok big debate seat fixed upside seat front reclining seat back pushing tray table move seat seat actually recline sort slide affect reclining feeling honestly transatlantic crossing thought fine price get sky priority check luggage boarding security passport control applicable huge time saver recommend wife flying blue sure,0.9891,0.311,0.689,0.0
136,seat premium economy good flight enough space leg width ok flight service personalized good quality good meal good wine important issue french passenger seat recline enough night flight,0.9274,0.415,0.585,0.0
